final_text,label
pengurangan bphtb kota bandung bulan tidak selesai sehubungan dengan surat permohonan pengurangan bphtb no bap bphtb fs ii tanggal desember ke bapenda kota bandung hingga saat ini belum ada keputusan ataupun hasil dari surat permohonan tersebut adapun surat keputusan pengurangan bphtb no p bphtb jb y tanggal maret yang diterbitkan bapenda kota bandung belum diputuskan hinnga saat ini karena terkendala pemerikasaan oleh pejabat yang berwenang untuk memutus bisa tolong dipastikan penyelesaian masalah ini mengingat sudah hampir delapan bulan,LOW
pembakaran sampah secara massif hallo saya warga yang sementara tinggal di bukit dago selatan per hari ini mau melaporkan tindakan anak penjaga rumah kosong yang sudah satu bulan secara massif membakar sampah dan seperti nya bekerjasama dengan penampungan untuk membakar sampah di rumah kosong yang sudah lama tidak ditempati oleh pemilik aslinya dan hanya oleh penjaga rumah setiap hari ada sampai x membakar sampah seperti plastik bahkan bathtub dan lemari gerobak lainnya puncaknya tanggal januari membakar sampah dari pagi pukul sampai magrib kami sedang mencari data pemilik rumah kosong tersebut dikarenakan penjaga rumah tak mau anaknya disalahkan tak ada tindakan dari rukun tetangga dan keamanan karena harus memaklumi anak penjaga rumah tersebut yang bebal chat akan terlampir sudah di screen shoot tetangga yang lain sudah menegur bahkan sudah didatangi masih melakukan pembakaran sampah terusan di rumah kosong yang beralamat jalan terusan bukit dago selatan no blok hc rukun tetangga rukun warga kelurahan dago kecamatan coblong bandung,MEDIUM
jalan ahmad yani bandung sepanjang jalan ahmad yani bandung jalan sudah banyak berlubang dan banyak tambalan tidak rata membahayakan pengguna jalan ditambah dan pedagang nakal parkir liar dan angkot yang stem dibadan jalan membuat arus lalulintas jadi sering tersendat bahkan apabila banjir pasti ada genangan bau sampah terlihat jorok dan kumuh untuk bandung kota,HIGH
tindaklanjut pembuatan e ktp online sudah lebih dari satu bulan saya mengajukan permohonan pembuatan e ktp melalui web namun sampai saat ini statusnya masih menunggu validasi padahal saya sangat membutuhkan segera untuk kepentingan kerja dan yang lainnya pengajuan terhitung sejak tanggal mei untuk itu tanpa mengurangi rasa saya menghimbau agar prosesnya segera di selesaikan,LOW
pencetakan ktp ulang pencetakan ktp dikarnakan alamat tertera terdapat kesalahan di penulisan rukun warga harusnya rukun warga tapi di ktp rukun warga kabupaten kota kota bandung kecamatan lengkong kelurahan lingkar selatan detail lokasi kejadian jalan bintara no blok c nama instansi dinas kependudukan dan pencatatan sipil pemda penanggungjawab kota bandung,LOW
jalan berlubang kepada yth dinas pekerjaan umum dan penataan ruang kota bandung jawa barat hal permohonan perbaikan jalan berlubang sehubungan dengan kondisi jalan yang berlubang sehingga dapat membahayakan keselamatan pengguna jalan tepatnya di jalan i lb siliwangi kecamatan coblong kota bandung jawa barat dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan berlubang sehingga dapat membahayakan keselamatan pengguna jalan besar harapan kami bapak ibu pihak terkait dapat menindaklanjuti permohonan tersebut berikut nomer tiket yang ada pada aplikasi jalan kita sk link demikian permohonan ini kami buat atas bantuan dan kerjasamanya kami ucapkan salam command center bina marga whatsapp center admin yang bertugas im,HIGH
galian kabel telkom galian kabel pihak penyedia jasa telekomunikasi tersebut yang melintasi saluran air kampung pawenang rukun tetangga rukun warga desa cikaramas kecamatan tanjungmedar kabupaten sumedang tidak tertanam di bawah permukaan tanah sehingga menyebabkan aliran air sungai tersebut tersendat dan menyebabkan permukaan air meluap banjir ke rumah warga sekitar,MEDIUM
pengaduan dugaan pelanggaran lingkungan dan jam operasional pabrik besi yang meresahkan warga dan membahayakan warga kami warga sekitar jalan caringin babakan ciparay kota bandung mengadukan keberadaan pabrik besi cemerlang pintu yang beroperasi di lingkungan permukiman sejak beroperasi pabrik menghasilkan asap yang diduga berasal dari proses produksi dan berdampak pada kesehatan warga seperti sesak napas batuk dan iritasi selain itu kebisingan dari aktivitas pabrik sangat mengganggu kenyamanan terutama saat waktu istirahat jam operasional pabrik juga tidak wajar karena tetap beroperasi pada hari minggu serta sering melebihi pukul wib sehingga menimbulkan keresahan warga keberadaan pabrik ini diduga tidak sesuai dengan peruntukan wilayah permukiman awalnya warga mendapat informasi bahwa bangunan tersebut akan digunakan sebagai kantor namun kenyataannya menjadi pabrik besi keluhan telah disampaikan kepada rukun tetangga rukun warga namun belum ada tindak lanjut yang jelas kami memohon agar dilakukan pemeriksaan evaluasi izin dan tindakan tegas atas dugaan pelanggaran tersebut kabupaten kota kota bandung kecamatan babakan ciparay kelurahan babakan ciparay detail lokasi kejadian jalan caringin gg porib no nama instansi dinas lingkungan hidup pemda penanggungjawab kota bandung,MEDIUM
nomor induk berusaha saya merasa kesulitan ketika akan membuat nib mohon bantuan arahannya yang jelasnya seperti apa dan harus kemana membuat nya,LOW
beli buku lks tolong bapak dedi sdn di sumedang masih jual buku lks untuk segera di tanggapi lokasi kejadian kabupaten sumedang tanjungmedar wargaluyu sdn wargaluyu aduan ini menjadi kewenangan pemkab sumedang,MEDIUM
penjualan lks oleh sekolah terjadi penjualan lks di sekolah dasar pelita yang beralamat di jalan citamiang no bandung khusunya pada anak saya dibangku sekolah dasar kls mohon ditindak lanjuti bapak bukti ss dari grup wali kelas dan orang tua siswa selain ituada pungutan rb per hari siswa dengan dalih untuk dana kenaikan kelas atau perpisahan kelas tolong bapak sekolah ini bnyk oknum gurunya terimakasih semoga segera ditindaklanjuti,MEDIUM
pemaksaan pembayaran denda gaib di rsud wirahadikusumah sumedang dipaksa menandatangani perjanjian untuk pembayaran denda penggunaan kamar bpjs keluarga pasien tidak mengetahui serta tidak pernah menandatangani atau menyetujui pasien di pindahkan ke pelayanan bpjs kelas satu namun di akhir keluarga pasien di paksa untuk membayar kekurangan biaya tersebut seharusnya dari awal pihak rumah sakit sudah mengetahui bahwa pasien tidak menggunakan pelayanan bpjs kelas satu kita pasien serta keluarga pasien tidak mengetahui apapun terkait ruangan kelas atau kelas,HIGH
layanan online aplikasi tahu sumedang disdukcapil sumedang layanan online aplikasi tahu sumedang untuk permohonan pindah keluar kabupaten sumedang sudah hampir sebulan sejak registrasi tanggal september sampai hari ini tanggal oktober dengan kode reg masmblh status masih menunggu validasi bukankah dengan sistem layanan online pelayanan menjadi lebih mudah murah dan cepat justru ini malah sebaliknya,LOW
terdapat beberapa ruas jalan kol achmad syam rusak tolong diperbaiki jalan kol ahmad syam desa sayang kecamatan jatinangor sumedang jawa barat karena terdapat lubang lubang besar yang membahayakan pengguna kendaraan bermotor terutama dititik koordinat,HIGH
pindak kk dan ktp saya sudah cetak surat pindah dari kab subang pindah ke kota bandung oleh satpam disdukcapil bandung diarahkan ke kecamatan karna kalo pindah kk dan ktp bisa langsung ke kecamatan tapi setelah di kecamatan syarat surat pindahnya belum lengkap kecamatan minta kk yang dulu di kab subang sedangkan kk yang dulu di kab subang sudah tidak ada diberikan ke disdukcapil subang harusnya sudah cukup persyaratan yang saya miliki untuk pindah kk dan ktp tolong dibantu jangan sampai saya harus bolak balik ke subang repot,LOW
saudara mempunyai gangguan mental kejiwaan pagi admin perkenalkan nama saya hadi warga kel wates kecamatan bandung kidul bermaksud membuat laporan dan saran kakak saya yang bernama lira oktora dengan nik mengalami gangguan mental kejiwaan dari sekitar tahun sampai sekarang mau meminta saran karna kondisi ekonomi keluarga sudah tidak bisa melanjutkan untuk kakak saya berobat apakah kita bisa mengajukan subsidi berobat gratis untuk kakak saya kakak saya sekarang berdomisili di kab sumedang di desa mekarbakti atau apa yang harus kita lakukan agar kakak saya bisa berobat lagi dan bisa membaik lagi karna dulu pas masih berobat kondisi kakak saya tidak separah kondisi sekarang kondisi sekarang kakak saya suka marah marah dan suka lempar lempar barang mohon arahan dan solusi terbaiknya admin terimakasih lokasi kejadian kabupaten sumedang pamulihan mekarbakti perumahan mekarbakti village blok b aduan ini menjadi kewenangan pemerintah daerah kabupaten sumedang,MEDIUM
jalan retak dan pondasi jalan sudah miring kepada yth dinas pekerjaan umum dan penataan ruang provinsi jawa barat hal permohonan jalan retak dan pondasi jalan sudah miring sehubungan dengan kondisi jalan retak dan pondasi jalan sudah miring yang dapat membahayakan keselamatan masyarakat dan penggunanya tepatnya di jalan gandasari no cisaranten kulon kec arcamanik kota bandung jawa barat dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan retak dan pondasi jalan sudah miring yang dapat membahayakan keselamatan masyarakat dan penggunanya besar harapan kami bapak ibu pihak terkait dapat menindaklanjuti permohonan tersebut berikut nomer tiket yang ada pada aplikasi jalan kita sk demikian permohonan ini kami buat atas bantuan dan kerjasamanya kami ucapkan terim kasih salam command center bina marga whatsapp center admin yang bertugas str,HIGH
bansos bansos tidak cair,LOW
pelayanan kesehatan hewan assalammualaikum mohon maaf bapak ibu untuk vaksin gratis apakah ada rencana diadakan di desa cisalak kecamatan cisarua,LOW
penghilangan trotoar jalan assalamu alaikum wr wb mohon maaf izin melaporkan tentang pembuatan drainase yang tidak ditutup sehingga untuk pejalan kaki tidak ada karena sangat mepet dengan jalan ini akan berpotensi menimbulkan resiko kecelakaan terletak di jalan raya legok conggeang,HIGH
tower telkomsel dekat rumah dengan adanya tower telkomsel yang terbilang dekat ini menjadi kerugian tertentu untuk saya pribadi kerugian yang didapat berupa alat elektronik yang rusak akibat paparan radiasi dari tower telkomsel tersebut sampai saat ini saya tidak mendapat kompensasi apapun dari pihak terkait mohon dengan laporan ini menjadi pertimbangan untuk survei di lokasi yang terletak pada alamat dusun margaluyu rukun tetangga desa cimungkal kecamatan wado,MEDIUM
keluhan warga rukun tetangga rukun warga cisaranten endah terkait aktivitas mengganggu lingkungan kami warga rukun tetangga rukun warga kelurahan cisaranten endah kecamatan arcamanik kota bandung menyampaikan keluhan dan keberatan atas sejumlah aktivitas yang berlangsung di lingkungan permukiman kami tepatnya di sekitar jalan cikajang raya cisaranten endah yang berbatasan langsung dengan taman balon udara adapun aktivitas aktivitas tersebut antara lain pembakaran sampah limbah yang menimbulkan asap bau tidak sedap risiko gangguan kesehatan warga pencemaran lingkungan serta potensi kebakaran kegiatan peternakan ayam di area permukiman yang menimbulkan bau menyengat peningkatan populasi lalat polusi udara serta potensi penularan penyakit aktivitas penggorengan kopi yang menyebabkan polusi udara dan bau tidak sedap sehingga mengganggu kenyamanan warga aktivitas bengkel motor yang menimbulkan kebisingan saat pengetesan mesin berpotensi kebakaran serta tidak dilengkapi dengan apar alat pemadam api ringan penjualan bensin eceran di dekat permukiman warga yang berpotensi menimbulkan kebakaran dan tidak dilengkapi apar suara bising dari penggunaan sound system pada acara acara yang sering diadakan di wilayah kampung parakan saat cisaranten indah yang berdampak pada gangguan tidur stres gangguan konsentrasi serta risiko gangguan kesehatan lainnya bagi warga kami memohon kepada pihak berwenang agar dapat meninjau langsung lokasi tersebut serta melakukan pembinaan dan atau penindakan sesuai ketentuan yang berlaku demi menjaga keamanan ketertiban dan kesehatan lingkungan warga sebagai bahan pendukung kami telah melampirkan surat keluhan resmi beserta daftar nama warga yang terdampak atas perhatian dan tindak lanjutnya kami ucapkan,MEDIUM
penutup beton bekas galian kondisinya retak dan mengalami penurunan berpotensi ambrol yth dinas sumber daya air dan bina marga kota bandung melalui form ini mohon izin kami menyampaikan laporan bahwa di jalan tamansari no kecamatan coblong kota bandung sekitar area gerbang utara itb kampus ganesha atau dekat jalan masuk ke sabuga terdapat penutup beton bekas galian yang kondisinya retak dan mengalami penurunan serta berpotensi ambrol sehingga dapat membahayakan pengguna kendaraan kami mohon kiranya dinas sumber daya air dan bina marga kota bandung dapat melakukan pemeriksaan dan penanganan lebih lanjut agar tidak menimbulkan risiko kecelakaan atau kerusakan jalan lebih lanjut atas perhatian dan tindak lanjut yang diberikan kami ucapkan kami pelapor maman surahman wargi bandung email surahman man gmail com link lokasi objek yang dilaporkan link,HIGH
dugaan pungutan liar lokasi jalan tamim pertokoan kain pada saat masuk jalan tamim ada pos yang dijaga berbaju dishub memberikan karcis parkir dengan dalih masuk kawasan dan saat berhenti di cv pelita sejati sekitar meter dari pos terdapat tukang parkir berbaju dishub memberikan karcis parkir lagi dengan dalih yang depan pos adalah karcis parkir untuk masuk kawasan sedangkan karcis parkir dia adalah untuk parkir ditempat tersebut sejak kapan karcis parkir dishub digunakan sebagai karcis masuk kawasan tamim dan sejak kapan masuk tamim ada tiket masuk dan konyolnya menggunakan karcis parkir dishub,MEDIUM
permintaan informasi terkait surat keterangan untuk magang assalamu alaikum bapak ibusaya mau memastikan untuk berkas administrasi seperti surat pengantar kampus dan cv apakah perlu saya antarkan jauh jauh hari sebelum mulai magang atau bisa diserahkan pada saat hari pertama magang nanti takutnya ada proses yang harus dilakukan lebih awal jadi saya ingin memastikan supaya tidak mengganggu alur administrasinya bapak ibu,LOW
pedagang kaki lima di sekeliling taman pandawa sangat mengganggu lalu lintas kendaraan di area sekeliling taman pandawa sangat penuh dan semrawut dengan adanya pedagang kaki lima yang menggunakan gerobak pedagang mulai berjualan dari jam pagi dan sangat mengganggu aktivitas kami sebagai warga yang bertempat tinggal di sekitar taman pandawa ditambah juga banyak orang yang parkir kendaraan mobil dan motor di depan gerobak sampai di depan pagar rumah kami sehingga hampir setengah badan jalan tertutup kami sebagai warga di sekitar lapang sulit sekali untuk keluar masuk kendaraan ke rumah kami sendiri selain itu lalu lintas kendaraan terutama mobil yang akan melintas jadi sangat sulit karena setengah badan jalan tertutup di area trotoar di depan rumah kami juga dipakai untuk berjualan dan trotoar dipakai untuk parkir motor selain itu kami merasa privasi kami sangat terganggu karena jika kami sedang ada aktivitas di area pekarangan rumah seperti keluar masuk mobil para pedagang bisa dengan leluasa melihat ke area dalam rumah kami mohon tindakannya supaya pedagang kaki lima dilarang berjualan di area lapang pendawa dan sekitarnya terimakasih,MEDIUM
acara perayaan hari besar dengan mengadakan musik bervolume keras hingga tengah malam di lingkungan jalan cilengkrang i rukun tetangga di kel cisurupan kec cibiru kota bandung setiap perayaan hari besar selalu di adakan acara musik dengan volume keras hingga larut malam wib di lingkungan jalan cilengkrang i rukun tetangga kel cisurupan kec cibiru kota bandung contohnya pada peringatan hari besar islam yang jatuh pada tanggal september namun di adakan acara musik dangdut yang dilaksakan pada tanggal september hingga pukul wib ironisnya hal ini diketahui oleh kepala rukun tetangga setempat namun ybs mengabaikan aturan perundang undangan yang berlaku dikarenakan hal ini sangat mengganggu ketentraman di lingkungan masyarakat dengan adanya laporan ini saya harap pihak terkait dapat merespon cepat hal berikut terimakasih,MEDIUM
keluhan hewan peliharaan spid maaf mau melaporkan keluhan masalah kucing punya orang lain yang di biarkan berkeliaran ke rumah orang dan selalu buang kotoran di rumah kami padahal yang punya nya jg sepertinya tau itu cuma di biarkan saja kami dan orang lain juga tidak bisa menegur karena namanya di kampung suka tidak terima kami sangat di repotkan yang setiap kali hrs membersihkannya di repotkan najis bakteri kotor dan bau yang punya rumah kondisi lagi sakit kronis dan usia lanjut maaf kami melaporkan ini karena kasian mohon untuk di tindak lanjuti mohon maaf jika brtanya yang punya kucing nya siapa mgkn kita tidak tau karena ada bbrapa yang punya kucing dan pada saat buang kotoran tidak ketauan alamat klrg bp idi rukun tetangga rukun warga no dusun pasireungit landeuh desa pasireungit kec paseh smdg,MEDIUM
bencana longsor telah terjadi bencana tebing longsor di dusun haurkoneng rukun tetangga rukun warga desa ciherang pada tanggal oktober pukul wib,HIGH
pelanggaran se menteri agama no tahun terkait pengeras suara masjid al munawaroh sadang serang kelurahan sekeloa kecamatan coblong saya ingin melaporkan penggunaan pengeras suara luar di masjid al munawaroh sadang serang kelurahan sekeloa kecamatan coblong kota bandung yang digunakan untuk aktivitas pengajian zikir selama berjam jam pukul sampai hal ini melanggar se menag no tahun yang mengatur bahwa speaker luar hanya untuk adzan kami warga merasa terganggu namun takut menegur langsung secara sosial dan aparat setempat tidak bisa membantu kejadian ini terjadi setiap hari setiap minggunya yakni setiap hari senin siang ba da dzuhur dan kamis malam ba da maghrib durasinya berbeda beda tapi bisa lebih dari hingga jam,MEDIUM
renstra pemerintah kabupaten sumedang untuk mengetahui rencana dan program pemerintah dalam tahun kedepan,LOW
kepada yth bapak gubernur jabar mohon bantuannya untuk penataan kawasan wisata gunung batu di desa cinanjung kec tanjungsari kabupaten sumedang sekalian silaturahmi dengan bapak gubernur idola kami semua di tunggu kedatangannya dalam upaya membantu perekonomian warga kami ingin mengembangkan area wisata ini ke arah yang lebih baik dengan dorongan dan kehadiran bapak tentunya akan makin banyak orang yang melihat dan mengetahui wilayah wisata ini atas perhatiannya kami ucapkan banyak lokasi kejadian kab sumedang tanjungsari cinanjung dusun rancabawang rukun tetangga rukun warga desa cinanjung aduan ini menjadi kewenangan pemerintah kabupaten sumedang,LOW
pemungutan uang jt untuk kas minvet mohon maaf izin bertanya apakah minvet dibawah naungan kemenhan saya ingin meminta informasi mengenai pemungutan uang untuk kas minvet nenek saya baru saja mencairkan gaji pensiunan janda veteran dibantu oleh ranting minvet setelah uang nya cair ranting meminta uang sejumlah jt untuk kas minvet kab sumedang apakah betul sebesar itu bisa boleh saya tau uang nya dipakai untuk kegiatan atau keperluan apa karena nominal nya sangat besar mohon informasi nya terimakasih,MEDIUM
kondisi buruk saluran air drainase di jalan ibrahim adjie bandung saya ingin melaporkan kondisi saluran air drainase yang sangat buruk di sepanjang jalan ibrahim adjie mulai dari area samsat soekarno hatta hingga ke arah margasari kota bandung dimulai dari sekitar samsat soetta tenth avenue saluran air mulai tampak menyempit dan dangkal bahkan di seberang pintu masuk samping tenth avenue saluran air rata dengan permukaan jalan sehingga tidak berfungsi menampung air hujan dengan baik selain itu di beberapa titik saluran tertutup oleh pedagang dan kios yang berdiri di atas saluran air memperparah aliran air saat hujan akibatnya air sering menggenang di badan jalan dan berpotensi menyebabkan kerusakan jalan maupun banjir lokal tidak hanya itu terdapat juga beberapa tiang listrik dan internet yang berdiri menempel langsung pada jalur drainase menghambat potensi perbaikan atau normalisasi saat ini saya melihat bahwa program normalisasi drainase sangat gencar dilakukan di berbagai kota dan desa di jawa barat namun kenapa justru di kota bandung khususnya di area ini belum ada tindak lanjut atau perbaikan yang nyata saya berharap dinas pekerjaan umum dsdabm kota bandung dapat segera melakukan survei dan penanganan di lokasi tersebut agar tidak terjadi genangan dan memperbaiki sistem drainase yang sudah tidak berfungsi atas perhatian dan tindak lanjutnya,HIGH
truk meresahkan pengguna jalan lain banyaknya kejadian yang melibatkan truk sepanjang jalan sumedang jatinangor apa dikabupaten sumedang tidak bisa untuk jam operasional truk truk besar dibatasi saat jam ramai pagi sore dan diatur seperti daerah lain yang memperbolehkan truk hanya beroperasi pada malam hari jam wib apa yang membuat kabupaten sumedang tidak bisa menerapkan pelaturan tersebut seperti daerah lain coba disimak baik baik semua lampiran yang saya lampirkan bapak sudah sangat meresahkan warga sekitar,HIGH
koordinasi terkait kepengurusan kdmp koordinasi terkait kepengurusan kdmp ketua bpd pasirbiru dengan bapak sekcam bapak kasi pemdes bapak kasi pemum dan staf pemdes,LOW
aliran di jembatan cincin assalamualaikum wr wb yth kang emil selaku gubernur jawa barat permasalahan aliran lampu yang tak kunjung selesai mohon untuk diperbaiki agar tidak terjadi korban lagi yang bisa jatuh dari kertinggian lokasi jembatan cincin cikuda bekas kereta api jaman belanda wassalamualaikum wr wb,HIGH
pelayanan air bersih sudah puluhan tahun jd pelanggan perusahaan daerah air minum yang sekarang jd perumda tirtawening awal tidak ada kendala sama sekali air lancar dan bersih tp beberapa tahun terakhir mulai tersendat air digilir jd hr x dg durasi jam yang perlu digarisbawahi adalah tidak konsistennya jadwal kadang tidak ngalir sm sekali sampe berhari dan kualitas airnya yang buruk airnya keruh sudah dikomplain ke nomer pengaduannya tp jawabannya baik akan kami sampaikan ke bagian lapangan dan itu berulang setiap di komplain tanpa ada perubahan sedangkan saya bayar stiap bulannya untuk air bersih dan kalaupun tidak mengalir sama skali ada abodemen yang tetep hrs dibayar lokasi rumah saya cukup strategis tp ko pelayanan airnya tidak bagus sama sekali tolong untuk instansi terkait kalo bs perumda tirtawening di audit dan dibenahi lg semuanya baik karyawannya maupu pelayanannya karena sikap dan pelayanannya buruk sekali merugikan saya khususnya sebagai konsumen sekian terimakasih semoga dapat jd bahan perhatian wassalam lokasi kejadian kota bandung sukasari gegerkalong bengkel reef motor aduan ini menjadi kewenangan pemerintah kota bandung,HIGH
jalan desa mengalami amblas dan belum mendapat perbaikan selama tahun jalan cibenda di desa raharja kecamatan tanjungsari rukun warga sudah mengalami kerusakan dan selama kurang lebih tahun hingga saat ini belum pernah dilakukan perbaikan kondisi jalan semakin memburuk dengan terjadinya amblas di dua titik di lokasi tersebut terdapat selokan di bawah badan jalan yang menyebabkan struktur tanah menjadi tidak stabil sehingga jalan amblas kondisi ini dikhawatirkan akan meluas dan menyebabkan seluruh badan jalan ikut amblas apabila tidak segera ditangani kerusakan jalan ini sangat mengganggu aktivitas dan keselamatan warga yang melintas setiap hari oleh karena itu kami berharap pemerintah terkait dapat segera melakukan peninjauan dan perbaikan agar tidak menimbulkan risiko yang lebih besar di kemudian hari,HIGH
pengaduan keluhan rawat jalan abis dirawat suruh kontrol k dokter penyakit dalam dalam keadaan hamil besar dengan resiko kontraksi prematur di bagian pendaftaran tertera loket dengan loket khusus prioritas termasuk bumil eh ternyata cuma pajangan faktanya bumil sama saja antri dengan umum dan loket tersebut tidak dibuka padahal petugasnya adaa lanjut selesai pendaftaran tensi pun antri dengan pasien umum lainya kirain antrii lama cuma smpe tensi faktanyaa lebih wooww lgi antri di pemeriksaan dokter dri jam smpe jam pemeriksaan belum mulaii haruss nunggu nyampe jamber inii,HIGH
sampah berserakan di bawah fly over ciroyom warga sekitar fly over ciroyom terdampak efek dari timbunan sampah yang dihasilkan oleh pasar ciroyom dan tempat pemotongan ayam di sekitar lokasi tersebut sampah terdiri dari sampah biasa dan limbah bekas pemotongan ayam mohon kepada instansi terkait untuk segera menindaklanjuti berikut lokasi detailnya,MEDIUM
pengaduan untuk peninjauan nilai pajak kendaraan nama lengkap sendi lenora nik no polisi kendaraan z cn e mail sendi lenora gmail com pengaduan saran selamat siang mohon peninjauan kembali untuk nominal pembayaran pajak kendaraan saya corolla altis tahun denga nopol z cn dimana nilai pembayaran pajak rp apakah pihak dari bapeda atau samsat tidak update terkait nilai jual objek pajak dimana mempengaruhi nilai pajak yang harus saya bayar dengan kendaraan tua yang sudah hampir tahun nominal pajaknya masih sangat besar dan ini saya compare juga dengan kendaraan yang sama dan tahun yang sama dengan provinsi tetangga atau sama sama jawa barat dengan kabupaten berbeda knp nilainya jg masih lebih besar pajak kendaraan saya mohon bantuan informasi dan penjelasannya dan apakah terkait hal tsb saya bisa melakukan usulan perubahan kasihan untuk warga yang memang benar benar bayar pajak tapi merasa tidak adil,LOW
pergantian ktp rusak formulir apa saja yang harus di isi kan dan bagaimana cara mengisi nya pernyataan sebab rusak ini saya bikin sendiri atau ada form nya,LOW
drainase ruas jalan sederhana kel pasteur kec sukajadi kota bandung halo bapak maaf mengganggu izin menyampaikan pengaduan sepanjang ruas jalan sederhana kel pasteur kec sukajadi sering terjadi banjir akibat sistem drainase yang kurang baik setiap malam selalu ada luapan air yang bersumber di area pasar sederhana dan juga terjadi saat hujan terus menerus atau dlm curah yang tinggi saya perhatikan selokan atau gorong gorong yang menjadi saluran air masih kosong namun air tetap saja mengaliri jalan akibatnya akses jalan pun menjadi terhambat dan bahkan mengkhawatirkan penggunanya mengingat juga lokasi tersebut bertepatan dengan lingkungan kesehatan atau rumah sakit rs hasan sadikin saya harap laporan ini dapat ditindaklanjuti sebagaimana mestinya terimakasih bapak,HIGH
jalan rusak di daerah blok sabeulit dusun cibubut desa jayamekar kecamatan cibugel jalan penghubung antara dusun cibubut kecamatan cibugel dan cisoka sumedang utara yang baru baru kemarin diperbaiki sekarang kondisinya sudah rusaka terkikis air hujan aspalny sudah habis terutama di daerah blok sabeulit desa jayamekar cibugel sayang sekali padahal itu akses penghubung tercepat dari cibugel ke sumedang mohon bantuan perhatiannya bapak ibu,MEDIUM
pju penerangan jalan umum mati titik assalamu alaikum saya mau melaporkan bahwa lampu pju yang ada di sepanjang jalan desa cilembu lebak jawa kembali mati dulu saya juga melaporkan kejadian ini tahun bulan juni dan hanya menyala beberapa bulan dan di tahun ini lampu pju kembali mati titik perkiraan mati lampu pju ini kisaran dari bulan febrari mohon segera diperbaiki dan saya mohon juga pengerjaannya dengan onderdil yang bagus biar kedepannya tidak ada lagi lampu pju yang mati mohon segera di tindak lanjuti ini saya cantukan salah satu titik koordinat pju yang mati s e sisanya saya sertakan di lampiran,MEDIUM
perbaikan jalan rusak kemarin saya sudah melaporkan jalan rusak di jalan caringin no sudah diperbaiki mohon diperbaiki juga jalan caringin no dekat dpkp dinas perumahan dan kawasan pemukiman kota bandung dikarenakan di situ sering terjadi kecelakaan untuk lebih jelasnya sudah saya lampirkan foto jalannya,HIGH
fasilitas umum bukit cinanjung permai mohon dengan sangat kepada pupr untuk di tindaklanjuti mengenai perbaikan jalan di perum bukit cinanjung permai kami sebagai konsumen merasa tidak mendapat fasilitas akses jalan yang masih berlumpur dan berbatu sementara proses pembangunan di bagian atas sudah tidak ada lagi mohon dengan sangat beri teguran sudah tahun pihak developer hanya janji dan janji saja,MEDIUM
jalan bahaya lokasi sumedang jalan raya jatinangor jalan kolonel ahmad syam dan jalan sayang semakin padat jalan semakin rentan kecelakan jadi perlu keamanan lebih tolong penuhi hal berikut hak bagi pejalan kaki seperti fasilitas trotoar zebra cross bahkan rambu lalu lintas tidak terpenuhi padahal berbahaya jalan landai dan sempit saya sebagai pejalan kaki sering menyebrangi jalan yang landai sehingga tiba tiba motor muncul dari hilir jalan penjaga jalan tidak ada padahal daerahnya ada markas polisi tolong penuhi,HIGH
branhang kotor halo selamat pagi saya mau menyampaikan bahwa branhang di belakang rumah saya rasanya sudah lama sekali tidak di bersihkan sekarang branhang tsb menjadi sarang nyamuk tikus kecoa dan hama lain nya dan aliran air nya kurang bagus hingga mengikis tembok rumah saya hingga menyebabkan kebocoran rembes kedalam kamar tidur saya alamat saya di jalan sinom no rukun tetangga rukun warga kelurahan turangga kecamatan lengkong kota bandung mohon untuk di perhatikan dan di tindak lanjuti lebih jauh,LOW
jalan rusak perbatasan desa raharja gunungmanik ijin melaporkan jalan kondisi rusak daerah perbatasan desa raharja gunung manik,MEDIUM
bangunan tanpa ijin mengganggu tiang kabel listrik bangunan dengan alamat gg bukit satra no rukun tetangga rukun warga kel hegarmana kec cidadap kota bandung terdapat bangunan yang belum berijin tetapi pembangunan tetap berjalan mengganggu kabel tiang listrik masyarakat sekitar harap segera dicek perijin pembangunan tersebut,MEDIUM
pengajuan kk tidak selesai selesai pelayanannya pekerjaannya sangat buruk di note apk salaman katanya pengerjaan pembuatan kk baru hanya membutuhkan waktu hari tapi saya sudah mau minggu belom jadi juga tolong lebih diperbaiki pelayanan dan pekerjaannya terimakasih,LOW
permohonan klarifikasi legalitas pembangunan rumah ibadah di jalan setramurni raya no bandung mohon klarifikasi dan peninjauan terkait kegiatan pembangunan yang diduga sebagai rumah ibadah gereja di jalan setramurni raya no sukarasa kec sukasari kota bandung kami berharap pihak berwenang dapat memastikan bahwa pembangunan tersebut telah memenuhi ketentuan peraturan perundang undangan yang berlaku khususnya peraturan bersama menteri agama dan menteri dalam negeri pbm no dan tahun tentang pendirian rumah ibadah ketentuan perizinan bangunan seperti persetujuan bangunan gedung pbg sesuai aturan yang berlaku sebagaimana diketahui pendirian rumah ibadah mensyaratkan antara lain adanya dukungan masyarakat sekitar dan kelengkapan administratif lainnya sesuai peraturan tersebut kami mohon agar dilakukan pengecekan perizinan serta sosialisasi kepada warga sekitar untuk menjaga ketertiban dan kerukunan demikian disampaikan atas perhatian dan tindak lanjutnya diucapkan,MEDIUM
